Match_addr,City,Subregion,Region,Postal,Lon,Lat,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ARC_Addres,ARC_Neighb,ARC_City,ARC_Subreg,ARC_Region,ARC_Postal,ARC_Post_1,ARC_Countr,Date_Clean,Address_Cl,Zip_Code,Type_Clean,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CNECTAFP,NECTAFP,NCTADVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"150 Hampden Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.96362,40.23538,-76.96362,40.23538,-76.96462,-76.96262,40.23438,40.23638,150 Hampden Avenue 17011,,,17011,,,,,6/3/2016,150 Hampden Avenue 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Louisa Lane 17011,,,17011,,,,,4/7/2016,150 Louisa Lane 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Louisa Lane 17011,,,17011,,,,,6/2/2015,150 Louisa Lane 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 South Sporting Hill Road 17011,,,17011,,,,,4/26/2016,150 South Sporting Hill Road 17011,17011,Accidents Involving Damage to Attended Vehicle,,,,,,,,,,,,,,,,,,
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95445,40.23535,-76.95445,40.23535,-76.95545,-76.95345,40.23435,40.23635,150 Maple Avenue 17011,,,17011,,,,,7/24/2016,150 Maple Avenue 17011,17011,Aggravated Indecent Assault,,,,,,,,,,,,,,,,,,
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95445,40.23535,-76.95445,40.23535,-76.95545,-76.95345,40.23435,40.23635,150 Maple Avenue 17011,,,17011,,,,,10/9/2016,150 Maple Avenue 17011,17011,Burglary,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Salem Church Road 17011,,,17011,,,,,3/27/2016,150 Salem Church Road 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Salem Church Road 17011,,,17011,,,,,11/7/2015,150 Salem Church Road 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 S Sporting Hill Road 17011,,,17011,,,,,6/10/2015,150 S Sporting Hill Road 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Gateway Drive 17011,,,17011,,,,,12/12/2016,150 Gateway Drive 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 South Sporting Hill Road 17011,,,17011,,,,,11/26/2016,150 South Sporting Hill Road 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Lighthouse Drive 17011,,,17011,,,,,3/14/2016,150 Lighthouse Drive 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"150 Lynnwood Ct, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.96166,40.23574,-76.96166,40.23574,-76.96266,-76.96066,40.23474,40.23674,150 Lynnwood Court 17011,,,17011,,,,,7/9/2015,150 Lynnwood Court 17011,17011,Harassment,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Salem Church Road 17011,,,17011,,,,,6/25/2016,150 Salem Church Road 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,,,17011,,,,,3/7/2016,0,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"150 Bryce Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.96213,40.25395,-76.96224,40.25413,-76.96313,-76.96113,40.25295,40.25495,150 Bryce Road 17011,,,17011,,,,,4/22/2015,150 Bryce Road 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"150 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95970,40.23646,-76.95970,40.23646,-76.96070,-76.95870,40.23546,40.23746,150 St Johns Church Road 17011,,,17011,,,,,4/16/2015,150 St Johns Church Road 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Salem Church Road 17011,,,17011,,,,,3/20/2015,150 Salem Church Road 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 S Sporting Hill Road 17011,,,17011,,,,,8/13/2016,150 S Sporting Hill Road 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 S Sporting Hill Road 17011,,,17011,,,,,10/4/2015,150 S Sporting Hill Road 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95445,40.23535,-76.95445,40.23535,-76.95545,-76.95345,40.23435,40.23635,150 Maple Avenue 17011,,,17011,,,,,6/24/2016,150 Maple Avenue 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 S Sporting Hill Road 17011,,,17011,,,,,11/6/2015,150 S Sporting Hill Road 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95445,40.23535,-76.95445,40.23535,-76.95545,-76.95345,40.23435,40.23635,150 Maple Avenue 17011,,,17011,,,,,12/20/2016,150 Maple Avenue 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"150 W Clearview Dr, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.96479,40.23460,-76.96479,40.23460,-76.96579,-76.96379,40.23360,40.23560,150 West Clearview Drive 17011,,,17011,,,,,11/19/2016,150 West Clearview Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 North Sporting Hill Road 17011,,,17011,,,,,7/19/2016,150 North Sporting Hill Road 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"150 N 36th St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.94393,40.24188,-76.94393,40.24188,-76.94493,-76.94293,40.24088,40.24288,150 N 36th Street 17011,,,17011,,,,,6/12/2016,150 N 36th Street 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Gateway Drive 17011,,,17011,,,,,2/16/2016,150 Gateway Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,150 Salem Church Road 17011,,,17011,,,,,4/28/2015,150 Salem Church Road 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"150 Conodoguinet Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95328,40.23569,-76.95328,40.23569,-76.95428,-76.95228,40.23469,40.23669,150 Conodoguinet Avenue 17011,,,17011,,,,,3/25/2015,150 Conodoguinet Avenue 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Salem Church Road 17011,,,17011,,,,,12/15/2016,250 Salem Church Road 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Salem Church Road 17011,,,17011,,,,,3/18/2015,250 Salem Church Road 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"250 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95741,40.23428,-76.95741,40.23428,-76.95841,-76.95641,40.23328,40.23528,250 St Johns Church Road 17011,,,17011,,,,,1/9/2015,250 St Johns Church Road 17011,17011,Burglary,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Lambs Gap Road 17011,,,17011,,,,,11/1/2016,250 Lambs Gap Road 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"250 Hillcrest Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95731,40.24244,-76.95755,40.24236,-76.95831,-76.95631,40.24144,40.24344,250 Hillcrest Road 17011,,,17011,,,,,7/31/2016,250 Hillcrest Road 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 St James Court 17011,,,17011,,,,,3/9/2015,250 St James Court 17011,17011,Criminal Trespass,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Salem Church Road 17011,,,17011,,,,,5/25/2016,250 Salem Church Road 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"250 Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95198,40.24094,-76.95198,40.24094,-76.95298,-76.95098,40.23994,40.24194,250 Orrs Bridge Road 17011,,,17011,,,,,3/5/2016,250 Orrs Bridge Road 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"250 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95741,40.23428,-76.95741,40.23428,-76.95841,-76.95641,40.23328,40.23528,250 St Johns Church Road 17011,,,17011,,,,,12/14/2015,250 St Johns Church Road 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Lambs Gap Road 17011,,,17011,,,,,11/18/2015,250 Lambs Gap Road 17011,17011,Harassment,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Silver Spring Road 17011,,,17011,,,,,12/24/2015,250 Silver Spring Road 17011,17011,Hit and Run,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Fox Drive 17011,,,17011,,,,,10/30/2015,250 Fox Drive 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"Cherokee Ave, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.94261,40.21885,-76.94261,40.21885,-76.94461,-76.94061,40.21685,40.22085,250 Cherokee Drive 17011,,,17011,,,,,6/25/2015,250 Cherokee Drive 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Indian Creek Drive 17011,,,17011,,,,,2/26/2015,250 Indian Creek Drive 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Silver Spring Road 17011,,,17011,,,,,4/26/2016,250 Silver Spring Road 17011,17011,PFA Violation,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Silver Spring Road 17011,,,17011,,,,,12/9/2015,250 Silver Spring Road 17011,17011,PFA Violation,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Lambs Gap Road 17011,,,17011,,,,,12/2/2016,250 Lambs Gap Road 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 South Sporting Hill Road 17011,,,17011,,,,,9/26/2016,250 South Sporting Hill Road 17011,17011,Public Drunkenness,,,,,,,,,,,,,,,,,,
"250 Hillcrest Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95731,40.24244,-76.95755,40.24236,-76.95831,-76.95631,40.24144,40.24344,250 Hillcrest Road 17011,,,17011,,,,,3/22/2016,250 Hillcrest Road 17011,17011,Public Drunkenness,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Lambs Gap Road 17011,,,17011,,,,,1/20/2016,250 Lambs Gap Road 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Old Silver Spring Road 17011,,,17011,,,,,4/28/2015,250 Old Silver Spring Road 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Lambs Gap Road 17011,,,17011,,,,,1/13/2016,250 Lambs Gap Road 17011,17011,Theft by Deception,,,,,,,,,,,,,,,,,,
"250 Northgate Dr, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.96427,40.25729,-76.96427,40.25729,-76.96527,-76.96327,40.25629,40.25829,250 Northgate Drive 17011,,,17011,,,,,4/5/2016,250 Northgate Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Salem Church Road 17011,,,17011,,,,,11/4/2015,250 Salem Church Road 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"250 Saint Johns Dr, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95916,40.24287,-76.95947,40.24275,-76.96016,-76.95816,40.24188,40.24388,250 St Johns Drive 17011,,,17011,,,,,9/22/2015,250 St Johns Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,250 Gull Court 17011,,,17011,,,,,7/20/2015,250 Gull Court 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"250 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.94930,40.24474,-76.94930,40.24474,-76.95131,-76.94731,40.24274,40.24674,250 Lamp Post Lane 17011,,,17011,,,,,10/22/2015,250 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"250 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95741,40.23428,-76.95741,40.23428,-76.95841,-76.95641,40.23328,40.23528,250 St Johns Church Road 17011,,,17011,,,,,11/19/2015,250 St Johns Church Road 17011,17011,Theft of Services,,,,,,,,,,,,,,,,,,
"250 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95380,40.23403,-76.95380,40.23403,-76.95480,-76.95279,40.23303,40.23503,250 Maple Avenue 17011,,,17011,,,,,6/1/2015,250 Maple Avenue 17011,17011,Unauthorized Use of Computer,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Virginia Road 17011,,,17011,,,,,9/3/2015,350 Virginia Road 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Raven Court 17011,,,17011,,,,,6/10/2015,350 Raven Court 17011,17011,Aggravated Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Silver Spring Road 17011,,,17011,,,,,6/20/2016,350 Silver Spring Road 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Sheely Lane 17011,,,17011,,,,,4/15/2015,350 Sheely Lane 17011,17011,Harassment,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Hempt Drive 17011,,,17011,,,,,2/10/2016,350 Hempt Drive 17011,17011,Harassment,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Hempt Drive 17011,,,17011,,,,,2/1/2016,350 Hempt Drive 17011,17011,Harassment,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Indian Creek Drive 17011,,,17011,,,,,9/29/2016,350 Indian Creek Drive 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Charles Road 17011,,,17011,,,,,7/7/2016,350 Charles Road 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Raven Court 17011,,,17011,,,,,1/17/2016,350 Raven Court 17011,17011,Receiving Stolen Property,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 South Sporting Hill Road 17011,,,17011,,,,,7/18/2015,350 South Sporting Hill Road 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Charles Road 17011,,,17011,,,,,5/26/2015,350 Charles Road 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Raven Court 17011,,,17011,,,,,1/15/2015,350 Raven Court 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Raven Court 17011,,,17011,,,,,5/10/2016,350 Raven Court 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Charles Road 17011,,,17011,,,,,3/22/2016,350 Charles Road 17011,17011,Theft by Deception,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Indian Creek Drive 17011,,,17011,,,,,9/12/2016,350 Indian Creek Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Indian Creek Drive 17011,,,17011,,,,,9/8/2016,350 Indian Creek Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Kay Road 17011,,,17011,,,,,6/12/2016,350 Kay Road 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Indian Creek Drive 17011,,,17011,,,,,4/16/2015,350 Indian Creek Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"350 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95220,40.24626,-76.95220,40.24626,-76.95320,-76.95120,40.24526,40.24726,350 Lamp Post Lane 17011,,,17011,,,,,7/13/2016,350 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Kay Road 17011,,,17011,,,,,6/28/2016,350 Kay Road 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"350 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95220,40.24626,-76.95220,40.24626,-76.95320,-76.95120,40.24526,40.24726,350 Lamp Post Lane 17011,,,17011,,,,,10/22/2015,350 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"350 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95220,40.24626,-76.95220,40.24626,-76.95320,-76.95120,40.24526,40.24726,350 Lamp Post Lane 17011,,,17011,,,,,10/22/2015,350 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Indian Creek Drive 17011,,,17011,,,,,7/24/2015,350 Indian Creek Drive 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Indian Creek Drive 17011,,,17011,,,,,7/24/2015,350 Indian Creek Drive 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Mercury Drive 17011,,,17011,,,,,3/11/2015,350 Mercury Drive 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,350 Salem Church Road 17011,,,17011,,,,,4/15/2016,350 Salem Church Road 17011,17011,Vandalism,,,,,,,,,,,,,,,,,,
