Match_addr,City,Subregion,Region,Postal,Lng,Lat,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ARC_Addres,ARC_Neighb,ARC_City,ARC_Subreg,ARC_Region,ARC_Postal,ARC_Post_1,ARC_Countr,CrimeDate,Address_Cl,Zip_Code,CrimeType
"150 Hampden Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.963623,40.235384,-76.963623,40.235384,-76.964623,-76.962623,40.234384,40.236384,150 Hampden Avenue 17011,,,17011,,,,,6/3/2016,150 Hampden Avenue 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Louisa Lane 17011,,,17011,,,,,4/7/2016,150 Louisa Lane 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Louisa Lane 17011,,,17011,,,,,6/2/2015,150 Louisa Lane 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 South Sporting Hill Road 17011,,,17011,,,,,4/26/2016,150 South Sporting Hill Road 17011,17011,Accidents Involving Damage to Attended Vehicle
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.954447,40.235352,-76.954447,40.235352,-76.955447,-76.953447,40.234352,40.236352,150 Maple Avenue 17011,,,17011,,,,,7/24/2016,150 Maple Avenue 17011,17011,Aggravated Indecent Assault
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.954447,40.235352,-76.954447,40.235352,-76.955447,-76.953447,40.234352,40.236352,150 Maple Avenue 17011,,,17011,,,,,10/9/2016,150 Maple Avenue 17011,17011,Burglary
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Salem Church Road 17011,,,17011,,,,,3/27/2016,150 Salem Church Road 17011,17011,Criminal Mischief
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Salem Church Road 17011,,,17011,,,,,11/7/2015,150 Salem Church Road 17011,17011,Criminal Mischief
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 S Sporting Hill Road 17011,,,17011,,,,,6/10/2015,150 S Sporting Hill Road 17011,17011,Driving Under the Influence
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Gateway Drive 17011,,,17011,,,,,12/12/2016,150 Gateway Drive 17011,17011,Driving Under the Influence
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 South Sporting Hill Road 17011,,,17011,,,,,11/26/2016,150 South Sporting Hill Road 17011,17011,Driving Under the Influence
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Lighthouse Drive 17011,,,17011,,,,,3/14/2016,150 Lighthouse Drive 17011,17011,Driving Under the Influence
"150 Lynnwood Ct, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.961663,40.235739,-76.961663,40.235739,-76.962663,-76.960663,40.234739,40.236739,150 Lynnwood Court 17011,,,17011,,,,,7/9/2015,150 Lynnwood Court 17011,17011,Harassment
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Salem Church Road 17011,,,17011,,,,,6/25/2016,150 Salem Church Road 17011,17011,Identity Theft
,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,17011,,,,,3/7/2016,0,17011,Identity Theft
"150 Bryce Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.962126,40.253946,-76.962241,40.254130,-76.963126,-76.961126,40.252946,40.254946,150 Bryce Road 17011,,,17011,,,,,4/22/2015,150 Bryce Road 17011,17011,Identity Theft
"150 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.959702,40.236459,-76.959702,40.236459,-76.960702,-76.958702,40.235459,40.237459,150 St Johns Church Road 17011,,,17011,,,,,4/16/2015,150 St Johns Church Road 17011,17011,Identity Theft
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Salem Church Road 17011,,,17011,,,,,3/20/2015,150 Salem Church Road 17011,17011,Prohibited Acts; Penalties
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 S Sporting Hill Road 17011,,,17011,,,,,8/13/2016,150 S Sporting Hill Road 17011,17011,Prohibited Acts; Penalties
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 S Sporting Hill Road 17011,,,17011,,,,,10/4/2015,150 S Sporting Hill Road 17011,17011,Prohibited Acts; Penalties
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.954447,40.235352,-76.954447,40.235352,-76.955447,-76.953447,40.234352,40.236352,150 Maple Avenue 17011,,,17011,,,,,6/24/2016,150 Maple Avenue 17011,17011,Simple Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 S Sporting Hill Road 17011,,,17011,,,,,11/6/2015,150 S Sporting Hill Road 17011,17011,Simple Assault
"150 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.954447,40.235352,-76.954447,40.235352,-76.955447,-76.953447,40.234352,40.236352,150 Maple Avenue 17011,,,17011,,,,,12/20/2016,150 Maple Avenue 17011,17011,Theft by Unlawful Taking
"150 W Clearview Dr, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.964791,40.234602,-76.964791,40.234602,-76.965791,-76.963791,40.233602,40.235602,150 West Clearview Drive 17011,,,17011,,,,,11/19/2016,150 West Clearview Drive 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 North Sporting Hill Road 17011,,,17011,,,,,7/19/2016,150 North Sporting Hill Road 17011,17011,Theft by Unlawful Taking
"150 N 36th St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.943926,40.241881,-76.943926,40.241881,-76.944926,-76.942926,40.240881,40.242881,150 N 36th Street 17011,,,17011,,,,,6/12/2016,150 N 36th Street 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Gateway Drive 17011,,,17011,,,,,2/16/2016,150 Gateway Drive 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,150 Salem Church Road 17011,,,17011,,,,,4/28/2015,150 Salem Church Road 17011,17011,Theft by Unlawful Taking
"150 Conodoguinet Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.953276,40.235693,-76.953276,40.235693,-76.954276,-76.952276,40.234693,40.236693,150 Conodoguinet Avenue 17011,,,17011,,,,,3/25/2015,150 Conodoguinet Avenue 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Salem Church Road 17011,,,17011,,,,,12/15/2016,250 Salem Church Road 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Salem Church Road 17011,,,17011,,,,,3/18/2015,250 Salem Church Road 17011,17011,Access Device Fraud
"250 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.957409,40.234280,-76.957409,40.234280,-76.958409,-76.956409,40.233280,40.235280,250 St Johns Church Road 17011,,,17011,,,,,1/9/2015,250 St Johns Church Road 17011,17011,Burglary
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Lambs Gap Road 17011,,,17011,,,,,11/1/2016,250 Lambs Gap Road 17011,17011,Criminal Mischief
"250 Hillcrest Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.957310,40.242444,-76.957551,40.242360,-76.958310,-76.956310,40.241444,40.243444,250 Hillcrest Road 17011,,,17011,,,,,7/31/2016,250 Hillcrest Road 17011,17011,Criminal Mischief
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 St James Court 17011,,,17011,,,,,3/9/2015,250 St James Court 17011,17011,Criminal Trespass
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Salem Church Road 17011,,,17011,,,,,5/25/2016,250 Salem Church Road 17011,17011,Driving Under the Influence
"250 Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.951976,40.240939,-76.951976,40.240939,-76.952976,-76.950976,40.239939,40.241939,250 Orrs Bridge Road 17011,,,17011,,,,,3/5/2016,250 Orrs Bridge Road 17011,17011,Driving Under the Influence
"250 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.957409,40.234280,-76.957409,40.234280,-76.958409,-76.956409,40.233280,40.235280,250 St Johns Church Road 17011,,,17011,,,,,12/14/2015,250 St Johns Church Road 17011,17011,Driving Under the Influence
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Lambs Gap Road 17011,,,17011,,,,,11/18/2015,250 Lambs Gap Road 17011,17011,Harassment
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Silver Spring Road 17011,,,17011,,,,,12/24/2015,250 Silver Spring Road 17011,17011,Hit and Run
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Fox Drive 17011,,,17011,,,,,10/30/2015,250 Fox Drive 17011,17011,Identity Theft
"Cherokee Ave, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.942607,40.218850,-76.942607,40.218850,-76.944607,-76.940607,40.216850,40.220850,250 Cherokee Drive 17011,,,17011,,,,,6/25/2015,250 Cherokee Drive 17011,17011,Identity Theft
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Indian Creek Drive 17011,,,17011,,,,,2/26/2015,250 Indian Creek Drive 17011,17011,Identity Theft
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Silver Spring Road 17011,,,17011,,,,,4/26/2016,250 Silver Spring Road 17011,17011,PFA Violation
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Silver Spring Road 17011,,,17011,,,,,12/9/2015,250 Silver Spring Road 17011,17011,PFA Violation
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Lambs Gap Road 17011,,,17011,,,,,12/2/2016,250 Lambs Gap Road 17011,17011,Prohibited Acts; Penalties
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 South Sporting Hill Road 17011,,,17011,,,,,9/26/2016,250 South Sporting Hill Road 17011,17011,Public Drunkenness
"250 Hillcrest Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.957310,40.242444,-76.957551,40.242360,-76.958310,-76.956310,40.241444,40.243444,250 Hillcrest Road 17011,,,17011,,,,,3/22/2016,250 Hillcrest Road 17011,17011,Public Drunkenness
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Lambs Gap Road 17011,,,17011,,,,,1/20/2016,250 Lambs Gap Road 17011,17011,Simple Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Old Silver Spring Road 17011,,,17011,,,,,4/28/2015,250 Old Silver Spring Road 17011,17011,Simple Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Lambs Gap Road 17011,,,17011,,,,,1/13/2016,250 Lambs Gap Road 17011,17011,Theft by Deception
"250 Northgate Dr, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.964268,40.257293,-76.964268,40.257293,-76.965268,-76.963268,40.256293,40.258293,250 Northgate Drive 17011,,,17011,,,,,4/5/2016,250 Northgate Drive 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Salem Church Road 17011,,,17011,,,,,11/4/2015,250 Salem Church Road 17011,17011,Theft by Unlawful Taking
"250 Saint Johns Dr, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.959161,40.242875,-76.959471,40.242750,-76.960161,-76.958161,40.241875,40.243875,250 St Johns Drive 17011,,,17011,,,,,9/22/2015,250 St Johns Drive 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,250 Gull Court 17011,,,17011,,,,,7/20/2015,250 Gull Court 17011,17011,Theft by Unlawful Taking
"250 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.949305,40.244738,-76.949305,40.244738,-76.951305,-76.947305,40.242738,40.246738,250 Lamp Post Lane 17011,,,17011,,,,,10/22/2015,250 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle
"250 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.957409,40.234280,-76.957409,40.234280,-76.958409,-76.956409,40.233280,40.235280,250 St Johns Church Road 17011,,,17011,,,,,11/19/2015,250 St Johns Church Road 17011,17011,Theft of Services
"250 Maple Ave, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.953795,40.234030,-76.953795,40.234030,-76.954795,-76.952795,40.233030,40.235030,250 Maple Avenue 17011,,,17011,,,,,6/1/2015,250 Maple Avenue 17011,17011,Unauthorized Use of Computer
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Virginia Road 17011,,,17011,,,,,9/3/2015,350 Virginia Road 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Raven Court 17011,,,17011,,,,,6/10/2015,350 Raven Court 17011,17011,Aggravated Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Silver Spring Road 17011,,,17011,,,,,6/20/2016,350 Silver Spring Road 17011,17011,Driving Under the Influence
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Sheely Lane 17011,,,17011,,,,,4/15/2015,350 Sheely Lane 17011,17011,Harassment
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Hempt Drive 17011,,,17011,,,,,2/10/2016,350 Hempt Drive 17011,17011,Harassment
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Hempt Drive 17011,,,17011,,,,,2/1/2016,350 Hempt Drive 17011,17011,Harassment
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Indian Creek Drive 17011,,,17011,,,,,9/29/2016,350 Indian Creek Drive 17011,17011,Identity Theft
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Charles Road 17011,,,17011,,,,,7/7/2016,350 Charles Road 17011,17011,Prohibited Acts; Penalties
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Raven Court 17011,,,17011,,,,,1/17/2016,350 Raven Court 17011,17011,Receiving Stolen Property
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 South Sporting Hill Road 17011,,,17011,,,,,7/18/2015,350 South Sporting Hill Road 17011,17011,Simple Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Charles Road 17011,,,17011,,,,,5/26/2015,350 Charles Road 17011,17011,Simple Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Raven Court 17011,,,17011,,,,,1/15/2015,350 Raven Court 17011,17011,Simple Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Raven Court 17011,,,17011,,,,,5/10/2016,350 Raven Court 17011,17011,Simple Assault
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Charles Road 17011,,,17011,,,,,3/22/2016,350 Charles Road 17011,17011,Theft by Deception
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Indian Creek Drive 17011,,,17011,,,,,9/12/2016,350 Indian Creek Drive 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Indian Creek Drive 17011,,,17011,,,,,9/8/2016,350 Indian Creek Drive 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Kay Road 17011,,,17011,,,,,6/12/2016,350 Kay Road 17011,17011,Theft by Unlawful Taking
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Indian Creek Drive 17011,,,17011,,,,,4/16/2015,350 Indian Creek Drive 17011,17011,Theft by Unlawful Taking
"350 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.952199,40.246261,-76.952199,40.246261,-76.953199,-76.951199,40.245261,40.247261,350 Lamp Post Lane 17011,,,17011,,,,,7/13/2016,350 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Kay Road 17011,,,17011,,,,,6/28/2016,350 Kay Road 17011,17011,Theft from a Motor Vehicle
"350 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.952199,40.246261,-76.952199,40.246261,-76.953199,-76.951199,40.245261,40.247261,350 Lamp Post Lane 17011,,,17011,,,,,10/22/2015,350 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle
"350 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.952199,40.246261,-76.952199,40.246261,-76.953199,-76.951199,40.245261,40.247261,350 Lamp Post Lane 17011,,,17011,,,,,10/22/2015,350 Lamp Post Lane 17011,17011,Theft from a Motor Vehicle
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Indian Creek Drive 17011,,,17011,,,,,7/24/2015,350 Indian Creek Drive 17011,17011,Theft from a Motor Vehicle
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Indian Creek Drive 17011,,,17011,,,,,7/24/2015,350 Indian Creek Drive 17011,17011,Theft from a Motor Vehicle
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Mercury Drive 17011,,,17011,,,,,3/11/2015,350 Mercury Drive 17011,17011,Theft from a Motor Vehicle
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,350 Salem Church Road 17011,,,17011,,,,,4/15/2016,350 Salem Church Road 17011,17011,Vandalism
"450 Lamp Post Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.954780,40.249781,-76.954780,40.249781,-76.957780,-76.951780,40.246781,40.252781,450 Lamp Post Lane 17011,,,17011,,,,,9/28/2016,450 Lamp Post Lane 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,450 Berkshire Lane 17011,,,17011,,,,,7/26/2016,450 Berkshire Lane 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,450 Pawnee Drive 17011,,,17011,,,,,6/3/2016,450 Pawnee Drive 17011,17011,Access Device Fraud
"450 Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.957010,40.249649,-76.957010,40.249649,-76.960010,-76.954010,40.246649,40.252649,450 Orrs Bridge Road 17011,,,17011,,,,,5/5/2016,450 Orrs Bridge Road 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,450 Mercury Drive 17011,,,17011,,,,,11/6/2015,450 Mercury Drive 17011,17011,Access Device Fraud
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,450 Barbara Drive 17011,,,17011,,,,,10/21/2015,450 Barbara Drive 17011,17011,Access Device Fraud
"Brook Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.947233,40.253072,-76.947233,40.253072,-76.949233,-76.945233,40.251072,40.255072,450 Brook Circle 17011,,,17011,,,,,1/14/2015,450 Brook Circle 17011,17011,Access Device Fraud
"Brook Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.947233,40.253072,-76.947233,40.253072,-76.949233,-76.945233,40.251072,40.255072,450 Brook Circle 17011,,,17011,,,,,9/3/2016,450 Brook Circle 17011,17011,Burglary
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,450 Pawnee Drive 17011,,,17011,,,,,1/16/2015,450 Pawnee Drive 17011,17011,Criminal Mischief
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.937391,40.239519,-76.937391,40.239519,-76.942391,-76.932391,40.234519,40.244519,450 Berkshire Lane 17011,,,17011,,,,,12/5/2016,450 Berkshire Lane 17011,17011,Criminal Trespass
"450 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.951068,40.228535,-76.951068,40.228535,-76.952068,-76.950068,40.227535,40.229535,450 St Johns Church Road 17011,,,17011,,,,,7/9/2016,450 St Johns Church Road 17011,17011,Driving Under the Influence
"450 St Johns Church Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.951068,40.228535,-76.951068,40.228535,-76.952068,-76.950068,40.227535,40.229535,450 St Johns Church Road 17011,,,17011,,,,,5/24/2016,450 St Johns Church Road 17011,17011,Driving Under the Influence
